exercise_id,name,equipment,status,duplicate_count,proposed_video
pendlay-row-barbell,Remo Pendlay (Barra),barbell,NO_VIDEO,,
pilates,Pilates,bodyweight,NO_VIDEO,,
pinwheel-curl-dumbbell,Curl molinete (Mancuerna),dumbbell,NO_VIDEO,,
pistol-squat,Sentadilla pistol,bodyweight,NO_VIDEO,,
plank-pushup,Plancha con flexión,bodyweight,NO_VIDEO,,
plate-curl,Curl con disco,plate,NO_VIDEO,,
plate-press,Press con disco,plate,NO_VIDEO,,
plate-squeeze-svend-press,Press de disco (Svend Press),plate,NO_VIDEO,,
power-clean,Cargada de potencia,bodyweight,NO_VIDEO,,
preacher-curl-barbell,Curl predicador (Barra),barbell,NO_VIDEO,,
preacher-curl-machine,Curl predicador (Máquina),machine,NO_VIDEO,,
press-under,Press under,bodyweight,NO_VIDEO,,
pull-up-band,Dominada (Banda),band,NO_VIDEO,,
pull-up-weighted,Dominada (Con peso),bodyweight,NO_VIDEO,,
push-up-close-grip,Flexión agarre cerrado,bodyweight,NO_VIDEO,,
push-up-weighted,Flexión (Con peso),bodyweight,NO_VIDEO,,
rear-delt-reverse-fly-cable,Apertura inversa de deltoides posterior (Polea),cable,NO_VIDEO,,
rear-delt-reverse-fly-dumbbell,Apertura inversa de deltoides posterior (Mancuerna),dumbbell,NO_VIDEO,,
rear-delt-reverse-fly-machine,Apertura inversa de deltoides posterior (Máquina),machine,NO_VIDEO,,
rear-kick-machine,Patada trasera (Máquina),machine,NO_VIDEO,,
reverse-fly-single-arm-cable,Apertura inversa a un brazo (Polea),cable,NO_VIDEO,,
reverse-grip-concentration-curl,Curl concentrado agarre inverso,bodyweight,NO_VIDEO,,
reverse-grip-lat-pulldown-cable,Jalón al pecho agarre supino (Polea),cable,NO_VIDEO,,
reverse-plank,Plancha inversa,bodyweight,NO_VIDEO,,
ring-dips,Fondos en anillas,bodyweight,NO_VIDEO,,
ring-push-up,Flexión en anillas,bodyweight,NO_VIDEO,,
rope-cable-curl,Curl con cuerda en polea,bodyweight,NO_VIDEO,,
rope-straight-arm-pulldown,Jalón con brazos rectos y cuerda,bodyweight,NO_VIDEO,,
rowing-machine,Máquina de remo,machine,NO_VIDEO,,
running,Correr,bodyweight,NO_VIDEO,,
russian-twist-weighted,Giro ruso (Con peso),bodyweight,NO_VIDEO,,
scapular-pull-ups,Dominadas escapulares,bodyweight,NO_VIDEO,,
seated-cable-row-bar-grip,Remo sentado en polea (Agarre de barra),bodyweight,NO_VIDEO,,
seated-cable-row-bar-wide-grip,Remo sentado en polea (Agarre abierto),bodyweight,NO_VIDEO,,
seated-cable-row-v-grip-cable,Remo sentado en polea (Agarre en V),cable,NO_VIDEO,,
seated-chest-flys-cable,Aperturas de pecho sentado (Polea),cable,NO_VIDEO,,
seated-dip-machine,Fondos en máquina sentado,machine,NO_VIDEO,,
seated-incline-curl-dumbbell,Curl inclinado sentado (Mancuerna),dumbbell,NO_VIDEO,,
seated-overhead-press-barbell,Press militar sentado (Barra),barbell,NO_VIDEO,,
seated-palms-up-wrist-curl,Curl de muñeca sentado con palmas arriba,bodyweight,NO_VIDEO,,
seated-row-machine,Remo sentado (Máquina),machine,NO_VIDEO,,
seated-shoulder-press-machine,Press de hombros sentado (Máquina),machine,NO_VIDEO,,
seated-triceps-press,Press de tríceps sentado,bodyweight,NO_VIDEO,,
seated-wrist-extension-barbell,Extensión de muñeca sentado (Barra),barbell,NO_VIDEO,,
shoulder-press-dumbbell,Press de hombros (Mancuerna),dumbbell,NO_VIDEO,,
shoulder-press-machine-plates,Press de hombros (Máquina de discos),bodyweight,NO_VIDEO,,
shoulder-taps,Toques de hombro,bodyweight,NO_VIDEO,,
shrug-cable,Encogimiento (Polea),cable,NO_VIDEO,,
shrug-smith-machine,Encogimiento (Multipower),smith-machine,NO_VIDEO,,
side-plank,Plancha lateral,bodyweight,NO_VIDEO,,
single-arm-cable-crossover,Cruce en polea a un brazo,bodyweight,NO_VIDEO,,
single-arm-cable-row,Remo en polea a un brazo,bodyweight,NO_VIDEO,,
single-arm-curl-cable,Curl a un brazo (Polea),cable,NO_VIDEO,,
single-arm-landmine-press-barbell,Press landmine a un brazo (Barra),barbell,NO_VIDEO,,
single-arm-lat-pulldown,Jalón al pecho a un brazo,bodyweight,NO_VIDEO,,
single-arm-lateral-raise-cable,Elevación lateral a un brazo (Polea),cable,NO_VIDEO,,
single-arm-tricep-extension-dumbbell,Extensión de tríceps a un brazo (Mancuerna),dumbbell,NO_VIDEO,,
single-arm-triceps-pushdown-cable,Empuje de tríceps a un brazo (Polea),cable,NO_VIDEO,,
single-leg-extensions,Extensión de cuádriceps a una pierna,bodyweight,NO_VIDEO,,
single-leg-press-machine,Prensa a una pierna (Máquina),machine,NO_VIDEO,,
single-leg-romanian-deadlift-barbell,Peso muerto rumano a una pierna (Barra),barbell,NO_VIDEO,,
single-leg-romanian-deadlift-dumbbell,Peso muerto rumano a una pierna (Mancuerna),dumbbell,NO_VIDEO,,
single-leg-standing-calf-raise-barbell,Elevación de gemelo de pie a una pierna (Barra),barbell,NO_VIDEO,,
single-leg-standing-calf-raise-dumbbell,Elevación de gemelo de pie a una pierna (Mancuerna),dumbbell,NO_VIDEO,,
single-leg-standing-calf-raise-machine,Elevación de gemelo de pie a una pierna (Máquina),machine,NO_VIDEO,,
sissy-squat-weighted,Sentadilla sissy (Con peso),bodyweight,NO_VIDEO,,
sit-up,Abdominal completo (Sit up),bodyweight,NO_VIDEO,,
sit-up-weighted,Abdominal completo (Con peso),bodyweight,NO_VIDEO,,
skating,Patinaje,bodyweight,NO_VIDEO,,
skiing,Esquí,bodyweight,NO_VIDEO,,
sled-push,Empuje de trineo,bodyweight,NO_VIDEO,,
snowboarding,Snowboard,bodyweight,NO_VIDEO,,
spider-curl-barbell,Curl araña (Barra),barbell,NO_VIDEO,,
spiderman,Spiderman,bodyweight,NO_VIDEO,,
spinning,Spinning,bodyweight,NO_VIDEO,,
sprints,Sprints,bodyweight,NO_VIDEO,,
squat-dumbbell,Sentadilla (Mancuerna),dumbbell,NO_VIDEO,,
squat-machine,Sentadilla (Máquina),machine,NO_VIDEO,,
squat-row,Sentadilla con remo,bodyweight,NO_VIDEO,,
squat-smith-machine,Sentadilla (Multipower),smith-machine,NO_VIDEO,,
stair-machine-floors,Escaladora (Pisos),bodyweight,NO_VIDEO,,
stair-machine-steps,Escaladora (Escalones),bodyweight,NO_VIDEO,,
standing-cable-glute-kickbacks,Patada de glúteo de pie en polea,bodyweight,NO_VIDEO,,
standing-calf-raise-barbell,Elevación de gemelos de pie (Barra),barbell,NO_VIDEO,,
standing-calf-raise-dumbbell,Elevación de gemelos de pie (Mancuerna),dumbbell,NO_VIDEO,,
standing-calf-raise-smith,Elevación de gemelos de pie (Multipower),bodyweight,NO_VIDEO,,
standing-leg-curls,Curl femoral de pie,bodyweight,NO_VIDEO,,
standing-military-press-barbell,Press militar de pie (Barra),barbell,NO_VIDEO,,
sternum-pull-up-gironda,Dominada al esternón (Gironda),bodyweight,NO_VIDEO,,
straight-arm-lat-pulldown-cable,Jalón con brazos rectos (Polea),cable,NO_VIDEO,,
straight-leg-deadlift,Peso muerto con piernas rectas,bodyweight,NO_VIDEO,,
stretching,Estiramientos,bodyweight,NO_VIDEO,,
sumo-squat-barbell,Sentadilla sumo (Barra),barbell,NO_VIDEO,,
sumo-squat-kettlebell,Sentadilla sumo (Pesa rusa),kettlebell,NO_VIDEO,,
swimming,Natación,bodyweight,NO_VIDEO,,
t-bar-row,Remo en T,bodyweight,NO_VIDEO,,
toe-touch,Toque de puntas,bodyweight,NO_VIDEO,,
toes-to-bar,Pies a la barra,bodyweight,NO_VIDEO,,
torso-rotation,Rotación de torso,bodyweight,NO_VIDEO,,
treadmill,Cinta de correr,bodyweight,NO_VIDEO,,
triceps-dip-assisted,Fondo de tríceps (Asistido),bodyweight,NO_VIDEO,,
triceps-dip-weighted,Fondo de tríceps (Con peso),bodyweight,NO_VIDEO,,
triceps-extension-barbell,Extensión de tríceps (Barra),barbell,NO_VIDEO,,
triceps-extension-cable,Extensión de tríceps (Polea),cable,NO_VIDEO,,
triceps-extension-dumbbell,Extensión de tríceps (Mancuerna),dumbbell,NO_VIDEO,,
triceps-extension-machine,Extensión de tríceps (Máquina),machine,NO_VIDEO,,
triceps-extension-suspension,Extensión de tríceps (TRX),suspension,NO_VIDEO,,
triceps-pressdown,Empuje de tríceps en polea,bodyweight,NO_VIDEO,,
triceps-pushdown,Empuje de tríceps,bodyweight,NO_VIDEO,2,
triceps-rope-pushdown,Empuje de tríceps con cuerda,bodyweight,NO_VIDEO,,
v-up,V up (Abdominal en V),bodyweight,NO_VIDEO,,
vertical-traction-machine,Tracción vertical (Máquina),machine,NO_VIDEO,,
waiter-curl-dumbbell,Curl camarero (Mancuerna),dumbbell,NO_VIDEO,,
walking,Caminar,bodyweight,NO_VIDEO,,
walking-lunge-dumbbell,Estocada caminando (Mancuerna),dumbbell,NO_VIDEO,,
warm-up,Calentamiento,bodyweight,NO_VIDEO,,
wide-elbow-triceps-press-dumbbell,Press de tríceps con codos abiertos (Mancuerna),dumbbell,NO_VIDEO,,
wide-pull-up,Dominada abierta,bodyweight,NO_VIDEO,,
wrist-roller,Enrollador de muñeca,bodyweight,NO_VIDEO,,
yoga,Yoga,bodyweight,NO_VIDEO,,
