exercise_id,exercise_name,source,confidence,score,recommended_video,drive_file_id,drive_url,folder,matched_variants,reason
plank-pushup,Plancha con flexión,catalog-json,low,0.620,female-Medicine-Ball-plank-side.mp4,1X2yvQo2jZ_FG4dNC3mJsA0CFjfgwAmK9,https://drive.google.com/file/d/1X2yvQo2jZ_FG4dNC3mJsA0CFjfgwAmK9/view?usp=drive_web,Medicine-Ball,4,video_clean:alias
pull-up,Dominada,seed+catalog-json,low,0.780,female-Bodyweight-bodyweight-assisted-pull-up-side.mp4,1nuEBYDXTiTWmmJzzleky2Bo6T-ERPCqQ,https://drive.google.com/file/d/1nuEBYDXTiTWmmJzzleky2Bo6T-ERPCqQ/view?usp=drive_web,Bodyweight,16,drop_modifiers:id
rear-delt-reverse-fly-cable,Apertura inversa de deltoides posterior (Polea),catalog-json,low,0.510,female-Cables-cable-rear-delt-fly-side.mp4,1e2FhYbw-hFt9tHu4OxiFtwJjOla5UknK,https://drive.google.com/file/d/1e2FhYbw-hFt9tHu4OxiFtwJjOla5UknK/view?usp=drive_web,Cables,20,token_similarity:alias
rear-delt-reverse-fly-dumbbell,Apertura inversa de deltoides posterior (Mancuerna),catalog-json,low,0.510,female-Dumbbells-dumbbell-alternating-rear-delt-fly-side.mp4,1dWPN6k3N8lwR3JFDvwAN0a3AFInZ5W4g,https://drive.google.com/file/d/1dWPN6k3N8lwR3JFDvwAN0a3AFInZ5W4g/view?usp=drive_web,Dumbbells,12,token_similarity:alias
rear-delt-reverse-fly-machine,Apertura inversa de deltoides posterior (Máquina),catalog-json,low,0.510,female-Vitruvian-rear-delt-fly-side.mp4,1KMqqk4vD3mJ0wbcYqCrB6alnk-jrKyQ5,https://drive.google.com/file/d/1KMqqk4vD3mJ0wbcYqCrB6alnk-jrKyQ5/view?usp=drive_web,Vitruvian,4,token_similarity:alias
reverse-grip-concentration-curl,Curl concentrado agarre inverso,catalog-json,low,0.510,female-Cables-cable-bar-reverse-grip-curl-side.mp4,1Kwv1uDw785NbBpKuZBkcYUZZ2jPAvde7,https://drive.google.com/file/d/1Kwv1uDw785NbBpKuZBkcYUZZ2jPAvde7/view?usp=drive_web,Cables,4,token_similarity:id
romanian-deadlift-dumbbell,Peso muerto rumano (Mancuerna),catalog-json,low,0.620,female-Dumbbells-dumbbell-romanian-deadlift-side.mp4,1wNoIhKNKiAsBkXBSP3fqrNNcbEi4v2sv,https://drive.google.com/file/d/1wNoIhKNKiAsBkXBSP3fqrNNcbEi4v2sv/view?usp=drive_web,Dumbbells,4,video_clean:alias
russian-twist-bodyweight,Giro ruso (Peso corporal),catalog-json,low,0.620,female-Bodyweight-bodyweight-russian-twist-side.mp4,1pXMO38n5-E0XtpoKMo5W9Ji03yusWHJ1,https://drive.google.com/file/d/1pXMO38n5-E0XtpoKMo5W9Ji03yusWHJ1/view?usp=drive_web,Bodyweight,3,video_clean:alias
russian-twist-weighted,Giro ruso (Con peso),catalog-json,low,0.620,female-Dumbbells-dumbbell-russian-twist-side.mp4,1zirLe8u5V2Wq0GBrF1WG2l67EZp6Qd_X,https://drive.google.com/file/d/1zirLe8u5V2Wq0GBrF1WG2l67EZp6Qd_X/view?usp=drive_web,Dumbbells,16,video_clean:alias
seated-overhead-press-barbell,Press militar sentado (Barra),catalog-json,low,0.510,female-Barbell-landmine-seated-overhead-press-side.mp4,1p2oWj68U4x1PQwArGSXRgp4DaPoQ7kqh,https://drive.google.com/file/d/1p2oWj68U4x1PQwArGSXRgp4DaPoQ7kqh/view?usp=drive_web,Barbell,8,token_similarity:id
seated-overhead-press-dumbbell,Press militar sentado (Mancuerna),catalog-json,low,0.510,female-dumbbell-neutral-seated-overhead-press-side.mp4,1WX2SOqmr2X0zqF4OBtoI67JLoEtNPdH8,https://drive.google.com/file/d/1WX2SOqmr2X0zqF4OBtoI67JLoEtNPdH8/view?usp=drive_web,Dumbbells,4,token_similarity:id
single-arm-cable-row,Remo en polea a un brazo,catalog-json,low,0.265,female-Band-band-single-arm-row-side.mp4,13iEbooMUKmQA_--2wGANI1Dkdy--H_UV,https://drive.google.com/file/d/13iEbooMUKmQA_--2wGANI1Dkdy--H_UV/view?usp=drive_web,Band,40,token_similarity:id
single-arm-curl-cable,Curl a un brazo (Polea),catalog-json,low,0.265,female-dumbbell-single-arm-spider-curl-side.mp4,1nEnL6rkW7DPD83YxHLWAhh8D2gLKPmvP,https://drive.google.com/file/d/1nEnL6rkW7DPD83YxHLWAhh8D2gLKPmvP/view?usp=drive_web,Dumbbells,32,token_similarity:id
single-arm-landmine-press-barbell,Press landmine a un brazo (Barra),catalog-json,low,0.544,female-Barbell-landmine-alternating-single-arm-press-side.mp4,1Mzk1oX--P6jGLFt2Txse5Rk1ZBem1rhN,https://drive.google.com/file/d/1Mzk1oX--P6jGLFt2Txse5Rk1ZBem1rhN/view?usp=drive_web,Barbell,16,token_similarity:id
single-arm-lat-pulldown,Jalón al pecho a un brazo,catalog-json,low,0.510,female-Band-band-seated-single-arm-pulldown-side.mp4,1I44K8UxNHgBUiA4eMbebehF1NAVn7ab6,https://drive.google.com/file/d/1I44K8UxNHgBUiA4eMbebehF1NAVn7ab6/view?usp=drive_web,Band,16,token_similarity:id
single-arm-lateral-raise-cable,Elevación lateral a un brazo (Polea),catalog-json,low,0.283,female-Band-band-single-arm-lateral-raise-side.mp4,1XPZc4WinfbtVUWwaQ1iT2NXpAjd23VrI,https://drive.google.com/file/d/1XPZc4WinfbtVUWwaQ1iT2NXpAjd23VrI/view?usp=drive_web,Band,12,token_similarity:id
single-arm-tricep-extension-dumbbell,Extensión de tríceps a un brazo (Mancuerna),catalog-json,low,0.544,female-dumbbell-single-arm-overhead-tricep-extension-side.mp4,1Cymyjd36kv5-Zs4boqiVj92AvZCB_ygk,https://drive.google.com/file/d/1Cymyjd36kv5-Zs4boqiVj92AvZCB_ygk/view?usp=drive_web,Dumbbells,8,token_similarity:id
single-leg-press-machine,Prensa a una pierna (Máquina),catalog-json,low,0.510,female-Machine-machine-single-leg-leg-press-side.mp4,1WIzdeYhrdHqouMkLiaheBvcgboBcrArG,https://drive.google.com/file/d/1WIzdeYhrdHqouMkLiaheBvcgboBcrArG/view?usp=drive_web,Machine,4,token_similarity:id
single-leg-romanian-deadlift-barbell,Peso muerto rumano a una pierna (Barra),catalog-json,low,0.544,female-Barbell-landmine-single-leg-romanian-deadlift-side.mp4,1KpZeAst65sFEsjy81GFrIVIatBZHoOA6,https://drive.google.com/file/d/1KpZeAst65sFEsjy81GFrIVIatBZHoOA6/view?usp=drive_web,Barbell,8,token_similarity:id
single-leg-standing-calf-raise,Elevación de gemelo de pie a una pierna,catalog-json,low,0.544,female-Bodyweight-bodyweight-single-leg-calf-raise-side.mp4,1EfAdp-RoJ8dIbJ_lMMy_XSdWy0lf97Hj,https://drive.google.com/file/d/1EfAdp-RoJ8dIbJ_lMMy_XSdWy0lf97Hj/view?usp=drive_web,Bodyweight,16,token_similarity:id
skull-crusher,Press francés,seed,low,0.520,female-Kettlebells-kettlebell-skull-crusher-side.mp4,1SlTsNIY7OxgNPImCSeK4Aj54-0LS5GSx,https://drive.google.com/file/d/1SlTsNIY7OxgNPImCSeK4Aj54-0LS5GSx/view?usp=drive_web,Kettlebells,8,video_clean:id
spider-curl-dumbbell,Curl araña (Mancuerna),catalog-json,low,0.620,female-dumbbell-spider-curl-side.mp4,1F0q-rvQteLdpjXI1jpML4ydTv4mn8cKd,https://drive.google.com/file/d/1F0q-rvQteLdpjXI1jpML4ydTv4mn8cKd/view?usp=drive_web,Dumbbells,4,video_clean:alias
tricep-pushdown,Extensión de tríceps en polea,seed,low,0.520,female-Machine-machine-tricep-pushdown-side.mp4,19i4hNUvZM4fbO4dPfrjVVG9Kvv1qfPWE,https://drive.google.com/file/d/19i4hNUvZM4fbO4dPfrjVVG9Kvv1qfPWE/view?usp=drive_web,Machine,8,video_clean:id
zottman-curl-dumbbell,Curl Zottman (Mancuerna),catalog-json,low,0.620,female-Dumbbells-dumbbell-zottman-curl-side.mp4,1ZiGd4QgfrBIKqLNU6ehOkfUmJ_gSfzy5,https://drive.google.com/file/d/1ZiGd4QgfrBIKqLNU6ehOkfUmJ_gSfzy5/view?usp=drive_web,Dumbbells,12,video_clean:alias
